Name,Description,Seller Comments,City,Brand,Model,Year,Mileage,Actual Price,Predicted Price,Absolute Error,Percentage Error (%),Ad URL
Suzuki Mehran 2010 for sale in Islamabad,"Mehran vx 2010
2nd owner. smart card. Life time token 
orgnl nmbr plates. orgnl file avlbl
Bio metric on the spot avlbl 
iner genuine 
outer 50/50 tchng
Mecanicaly ok 
A.c compressor install
life time token paid",Mehran vx 2010 2nd owner. smart card. Life time token orgnl nmbr plates. orgnl file avlbl Bio metric on the spot avlbl iner genuine outer 50/50 tchng Mecanicaly ok A.c compressor install life time token paid Mention PakWheels.com when calling Seller to get a good deal,Islamabad,Suzuki,Mehran,2010,120000,780000,816800.0,-36800.0,-4.717948717948718,https://www.pakwheels.com/used-cars/suzuki-mehran-2010-for-sale-in-islamabad-10446339
Suzuki Mehran 2014 for sale in Islamabad,Car For Sale Documents Clear exchange possible with Van. For more Information kindly call,Car For Sale Documents Clear exchange possible with Van. For more Information kindly call Mention PakWheels.com when calling Seller to get a good deal,Islamabad,Suzuki,Mehran,2014,80000,1075000,1111626.6666666667,-36626.666666666744,-3.4071317829457435,https://www.pakwheels.com/used-cars/suzuki-mehran-2014-for-sale-in-islamabad-10482468
Suzuki Mehran 1995 for sale in Islamabad,Alloy Rims. Original return file is available . Totally driven on petrol. Lifetime token tax paid. Original Book is available. Urgently need to sellthe  car.,Alloy Rims. Original return file is available . Totally driven on petrol. Lifetime token tax paid. Original Book is available. Urgently need to sellthe  car. Mention PakWheels.com when calling Seller to get a good deal,Islamabad,Suzuki,Mehran,1995,6981,350000,386430.0,-36430.0,-10.408571428571427,https://www.pakwheels.com/used-cars/suzuki-mehran-1995-for-sale-in-islamabad-10482925
Suzuki Mehran 2011 for sale in Islamabad,Everything is in genuine condition. The car has duplicate book. Price is flexible. Price is flexible,Everything is in genuine condition. The car has duplicate book. Price is flexible. Price is flexible Mention PakWheels.com when calling Seller to get a good deal,Islamabad,Suzuki,Mehran,2011,85750,895000,931100.0,-36100.0,-4.033519553072626,https://www.pakwheels.com/used-cars/suzuki-mehran-2011-for-sale-in-islamabad-10281413
Suzuki Mehran 2014 for sale in Islamabad,"one piece touching 
No mechanical work 
original Paper bio matric on spot
Only buy and use 
rate ma Kami pashi ho jay gi
Only serious buyer's contact 
only WhatsApp",one piece touching No mechanical work original Paper bio matric on spot Only buy and use rate ma Kami pashi ho jay gi Only serious buyer's contact only WhatsApp Mention PakWheels.com when calling Seller to get a good deal,Islamabad,Suzuki,Mehran,2014,100000,1110000,1146030.0,-36030.0,-3.245945945945946,https://www.pakwheels.com/used-cars/suzuki-mehran-2014-for-sale-in-islamabad-10147284
Suzuki Mehran 2007 for sale in Islamabad,2007 model islmbad reg  minor tuching,2007 model islmbad reg  minor tuching Mention PakWheels.com when calling Seller to get a good deal,Islamabad,Suzuki,Mehran,2007,100000,685000,721003.3333333334,-36003.33333333337,-5.255961070559616,https://www.pakwheels.com/used-cars/suzuki-mehran-2007-for-sale-in-islamabad-10401801
Suzuki Mehran 2017 for sale in Islamabad,"Mehran vx model 17 registered in 18.
Outer few touching.inner seal to seal intact.Home used car.Original file,smart card,Bio matric on my name.Available on spot.","Mehran vx model 17 registered in 18. Outer few touching.inner seal to seal intact.Home used car.Original file,smart card,Bio matric on my name.Available on spot. Mention PakWheels.com when calling Seller to get a good deal",Islamabad,Suzuki,Mehran,2017,76000,1300000,1335916.6666666667,-35916.666666666744,-2.762820512820519,https://www.pakwheels.com/used-cars/suzuki-mehran-2017-for-sale-in-islamabad-10406183
Suzuki Mehran 2017 for sale in Islamabad,"Suzuki Mehran VXR. 
Model 2017 Registered 2018 ISB. 
New Tyres & Rims Installed. 
On My Name. 
Urgent Sale. ",Suzuki Mehran VXR. Model 2017 Registered 2018 ISB. New Tyres & Rims Installed. On My Name. Urgent Sale. Mention PakWheels.com when calling Seller to get a good deal,Islamabad,Suzuki,Mehran,2017,123,1385000,1420383.3266666667,-35383.32666666666,-2.5547528279181706,https://www.pakwheels.com/used-cars/suzuki-mehran-2017-for-sale-in-islamabad-10407878
Suzuki Mehran 2018 for sale in Islamabad,a,a Mention PakWheels.com when calling Seller to get a good deal,Islamabad,Suzuki,Mehran,2018,52000,1395000,1430183.32,-35183.320000000065,-2.5221017921147,https://www.pakwheels.com/used-cars/suzuki-mehran-2018-for-sale-in-islamabad-10487071
Suzuki Mehran 2009 for sale in Islamabad,"Mehran VX 
Model 2009
Colour White
ISLAMABAD Number
Token Tax Paid Lifetime
1-2 piece slightly touch Otherwise All genuine 
Interiors total Genuine
Hissa and steering Work done recently(Still in warranty)
Alloy Rim installed
On Own Name(Biomatric Available on spot)
Smart Card Available 
Price is Almost final",Mehran VX Model 2009 Colour White ISLAMABAD Number Token Tax Paid Lifetime 1-2 piece slightly touch Otherwise All genuine Interiors total Genuine Hissa and steering Work done recently(Still in warranty) Alloy Rim installed On Own Name(Biomatric Available on spot) Smart Card Available Price is Almost final Mention PakWheels.com when calling Seller to get a good deal,Islamabad,Suzuki,Mehran,2009,59000,870000,904666.6666666666,-34666.66666666663,-3.984674329501911,https://www.pakwheels.com/used-cars/suzuki-mehran-2009-for-sale-in-islamabad-10187262
Suzuki Mehran 2007 for sale in Islamabad,"Alloy Rims. Original return file is available . Petrol driven, CNG never installed . All token taxes are paid for life . Minor touchups out side  .  inner jenoun. no accident Never been into any accident.l Price is flexible. Looking to sell the car urgently.bio matric available. no work required.  mechanicaly fit.","Alloy Rims. Original return file is available . Petrol driven, CNG never installed . All token taxes are paid for life . Minor touchups out side  .  inner jenoun. no accident Never been into any accident.l Price is flexible. Looking to sell the car urgently.bio matric available. no work required.  mechanicaly fit. Mention PakWheels.com when calling Seller to get a good deal",Islamabad,Suzuki,Mehran,2007,100000,735000,769561.1,-34561.09999999998,-4.702190476190473,https://www.pakwheels.com/used-cars/suzuki-mehran-2007-for-sale-in-islamabad-10224079
Suzuki Mehran 2007 for sale in Islamabad,gari min sirf 25k body ka km he Baki har cheez ok he,gari min sirf 25k body ka km he Baki har cheez ok he Mention PakWheels.com when calling Seller to get a good deal,Islamabad,Suzuki,Mehran,2007,123400,680000,714553.3333333334,-34553.33333333337,-5.081372549019614,https://www.pakwheels.com/used-cars/suzuki-mehran-2007-for-sale-in-islamabad-10451633
Suzuki Mehran 2013 for sale in Islamabad,Original book . Original return file . engine is in excellent condition .  inner genuine . outer 2piece repaint.,Original book . Original return file . engine is in excellent condition .  inner genuine . outer 2piece repaint. Mention PakWheels.com when calling Seller to get a good deal,Islamabad,Suzuki,Mehran,2013,58000,1070000,1104500.0,-34500.0,-3.2242990654205608,https://www.pakwheels.com/used-cars/suzuki-mehran-2013-for-sale-in-islamabad-10473004
Suzuki Mehran 2014 for sale in Islamabad,8/10 condition only seriousl buyers can contact  a little bit price is negotiable,8/10 condition only seriousl buyers can contact  a little bit price is negotiable Mention PakWheels.com when calling Seller to get a good deal,Islamabad,Suzuki,Mehran,2014,78000,1100000,1134483.3333333333,-34483.333333333256,-3.1348484848484777,https://www.pakwheels.com/used-cars/suzuki-mehran-2014-for-sale-in-islamabad-10388244
Suzuki Mehran 2017 for sale in Islamabad,"""Neat and Clean Suzuki Mehran Model#2017""
Immobilizer Key 
Central Locking
New Battery, New Tires, with Alloy Rims, Total Genuine (Bumper to Bumper)
Mostly drive in Islamabad / Rawalpindi, Only on Petrol (Full tank)
Excellent Petrol Mileage, Oil Timely Changed use Shell 5W-20
Excellent Air-condition Cooling, Radiator Coolant Proper in level never changed
First Owner Registration Smart Card, Used as 3rd car at home. 
Very Minor Scratches on body
Poshish interior carpeting and leather seat covers, inner 100% clean
Suspension 100% as no cabin and body sound. 
Price minor negotiable. Car can be seen during office hours in Blue Area ","""Neat and Clean Suzuki Mehran Model#2017"" Immobilizer Key Central Locking New Battery, New Tires, with Alloy Rims, Total Genuine (Bumper to Bumper) Mostly drive in Islamabad / Rawalpindi, Only on Petrol (Full tank) Excellent Petrol Mileage, Oil Timely Changed use Shell 5W-20 Excellent Air-condition Cooling, Radiator Coolant Proper in level never changed First Owner Registration Smart Card, Used as 3rd car at home. Very Minor Scratches on body Poshish interior carpeting and leather seat covers, inner 100% clean Suspension 100% as no cabin and body sound. Price minor negotiable. Car can be seen during office hours in Blue Area Mention PakWheels.com when calling Seller to get a good deal",Islamabad,Suzuki,Mehran,2017,53450,1365000,1399016.6666666667,-34016.666666666744,-2.492063492063498,https://www.pakwheels.com/used-cars/suzuki-mehran-2017-for-sale-in-islamabad-10417113
Suzuki Mehran 2018 for sale in Islamabad,New key remote centre looks Chil AC good condition Army person used On my Name Bayo Matric on the spot Inside out fully original. Totally driven on petrol. Non accidental. Need to sell the car urgently.,New key remote centre looks Chil AC good condition Army person used On my Name Bayo Matric on the spot Inside out fully original. Totally driven on petrol. Non accidental. Need to sell the car urgently. Mention PakWheels.com when calling Seller to get a good deal,Islamabad,Suzuki,Mehran,2018,71000,1470000,1503933.3333333333,-33933.333333333256,-2.3083900226757317,https://www.pakwheels.com/used-cars/suzuki-mehran-2018-for-sale-in-islamabad-10483024
Suzuki Mehran 2015 for sale in Islamabad,Alloy Rims. Totally driven on petrol. All token taxes are paid for life . As good as a brand new car. Minor touchups . New tires installed recently . Original book is available as well. Price is slightly negotiable. Engine is good condition . Need to sell the car urgently.,Alloy Rims. Totally driven on petrol. All token taxes are paid for life . As good as a brand new car. Minor touchups . New tires installed recently . Original book is available as well. Price is slightly negotiable. Engine is good condition . Need to sell the car urgently. Mention PakWheels.com when calling Seller to get a good deal,Islamabad,Suzuki,Mehran,2015,78000,1235000,1268930.0,-33930.0,-2.7473684210526317,https://www.pakwheels.com/used-cars/suzuki-mehran-2015-for-sale-in-islamabad-10483462
Suzuki Mehran 2013 for sale in Islamabad,After Market Alloy rims. Complete original file is availble . Driven on petrol throughout . Token tax paid for life. Few paint touchups on the body . Brand new tires installed. Original book of this car is also available. Price is slightly negotiable. Need to sell the car urgently.,After Market Alloy rims. Complete original file is availble . Driven on petrol throughout . Token tax paid for life. Few paint touchups on the body . Brand new tires installed. Original book of this car is also available. Price is slightly negotiable. Need to sell the car urgently. Mention PakWheels.com when calling Seller to get a good deal,Islamabad,Suzuki,Mehran,2013,97000,1000000,1033733.3333333334,-33733.33333333337,-3.373333333333337,https://www.pakwheels.com/used-cars/suzuki-mehran-2013-for-sale-in-islamabad-10444762
Suzuki Mehran 2011 for sale in Islamabad,Scheme taxi Gari full ok hai baqi details call py mil jayegi CNG or petrol fitting hai inner total original outer 4 piece touching hai,Scheme taxi Gari full ok hai baqi details call py mil jayegi CNG or petrol fitting hai inner total original outer 4 piece touching hai Mention PakWheels.com when calling Seller to get a good deal,Islamabad,Suzuki,Mehran,2011,100000,570000,603716.6666666666,-33716.66666666663,-5.915204678362566,https://www.pakwheels.com/used-cars/suzuki-mehran-2011-for-sale-in-islamabad-10473491
Suzuki Mehran 2010 for sale in Islamabad,Now work required conditions 10/7,Now work required conditions 10/7 Mention PakWheels.com when calling Seller to get a good deal,Islamabad,Suzuki,Mehran,2010,100000,780000,813600.0,-33600.0,-4.3076923076923075,https://www.pakwheels.com/used-cars/suzuki-mehran-2010-for-sale-in-islamabad-10371453
Suzuki Mehran 2013 for sale in Islamabad,"Suzuki Mehran VX Euro ll modal 2013 for  Sale. inner Total Genuine.  Outer minor Touchups 80% Genuine. Original return file is available . Smart card.  Biometric on the spot.  Engine, Gear and Suspension 100% ok. no work required.  urgent Sale Need money. 
","Suzuki Mehran VX Euro ll modal 2013 for  Sale. inner Total Genuine.  Outer minor Touchups 80% Genuine. Original return file is available . Smart card.  Biometric on the spot.  Engine, Gear and Suspension 100% ok. no work required.  urgent Sale Need money. Mention PakWheels.com when calling Seller to get a good deal",Islamabad,Suzuki,Mehran,2013,85236,980000,1013460.0,-33460.0,-3.414285714285714,https://www.pakwheels.com/used-cars/suzuki-mehran-2013-for-sale-in-islamabad-10368553
Suzuki Mehran 1997 for sale in Islamabad,Auction sheet can be verified.,Auction sheet can be verified. Mention PakWheels.com when calling Seller to get a good deal,Islamabad,Suzuki,Mehran,1997,78000,415000,448450.0,-33450.0,-8.060240963855422,https://www.pakwheels.com/used-cars/suzuki-mehran-1997-for-sale-in-islamabad-10438819
Suzuki Mehran 2001 for sale in Islamabad,10/10 condition hai jisni Lina hai WO rabta kary,10/10 condition hai jisni Lina hai WO rabta kary Mention PakWheels.com when calling Seller to get a good deal,Islamabad,Suzuki,Mehran,2001,100000,680000,712833.3333333334,-32833.33333333337,-4.8284313725490255,https://www.pakwheels.com/used-cars/suzuki-mehran-2001-for-sale-in-islamabad-10405878
Suzuki Mehran 2007 for sale in Islamabad,very good condition mah,very good condition mah Mention PakWheels.com when calling Seller to get a good deal,Islamabad,Suzuki,Mehran,2007,20,650000,682476.6666666666,-32476.666666666628,-4.99641025641025,https://www.pakwheels.com/used-cars/suzuki-mehran-2007-for-sale-in-islamabad-10446921
Suzuki Mehran 2017 for sale in Islamabad,Air Conditioning.Family Used Car hi.gaari me koi masla ni. Alloy Rims. Everything is in genuine condition . All original documents are complete  . Totally driven on petrol. Price is slightly negotiable. All token taxes are paid to date. Need to sell the car urgently. Never been into any accident.,Air Conditioning.Family Used Car hi.gaari me koi masla ni. Alloy Rims. Everything is in genuine condition . All original documents are complete  . Totally driven on petrol. Price is slightly negotiable. All token taxes are paid to date. Need to sell the car urgently. Never been into any accident. Mention PakWheels.com when calling Seller to get a good deal,Islamabad,Suzuki,Mehran,2017,86308,1210000,1242460.0,-32460.0,-2.682644628099174,https://www.pakwheels.com/used-cars/suzuki-mehran-2017-for-sale-in-islamabad-10340507
Suzuki Mehran 2008 for sale in Islamabad,Lightweight allow rims . Fully maintained through authorized dealership. Everything is in genuine condition . Complete original file is availble . Complete service history available. Call/SMS only during office hours please. Driven on petrol throughout . Factory fitted CNG. Token tax paid for life.,Lightweight allow rims . Fully maintained through authorized dealership. Everything is in genuine condition . Complete original file is availble . Complete service history available. Call/SMS only during office hours please. Driven on petrol throughout . Factory fitted CNG. Token tax paid for life. Mention PakWheels.com when calling Seller to get a good deal,Islamabad,Suzuki,Mehran,2008,202020,780000,812283.3333333334,-32283.333333333372,-4.138888888888894,https://www.pakwheels.com/used-cars/suzuki-mehran-2008-for-sale-in-islamabad-10429842
Suzuki Mehran 2009 for sale in Islamabad,Complete original file is availble . Totally driven on petrol. Token tax paid for life. Minor touchups . Original Book is available. Engine is good condition .,Complete original file is availble . Totally driven on petrol. Token tax paid for life. Minor touchups . Original Book is available. Engine is good condition . Mention PakWheels.com when calling Seller to get a good deal,Islamabad,Suzuki,Mehran,2009,86000,895000,926896.6666666666,-31896.666666666628,-3.5638733705772765,https://www.pakwheels.com/used-cars/suzuki-mehran-2009-for-sale-in-islamabad-10456913
Suzuki Mehran 2015 for sale in Islamabad,"New Tyers 
Engine 100%
",New Tyers Engine 100% Mention PakWheels.com when calling Seller to get a good deal,Islamabad,Suzuki,Mehran,2015,70000,1190000,1221666.6666666667,-31666.666666666744,-2.6610644257703147,https://www.pakwheels.com/used-cars/suzuki-mehran-2015-for-sale-in-islamabad-10389162
Suzuki Mehran 2012 for sale in Islamabad,"-alloy wheels installed 
- PakWheels inspected car
- Inspection report attached
- Number plates available
- 2nd  Owner
- Token Tax Paid
- Manufacture 2012
- Registered 2012
-Documents available 
- 1 key available",-alloy wheels installed - PakWheels inspected car - Inspection report attached - Number plates available - 2nd  Owner - Token Tax Paid - Manufacture 2012 - Registered 2012 -Documents available - 1 key available Mention PakWheels.com when calling Seller to get a good deal,Islamabad,Suzuki,Mehran,2012,92650,1000000,1031466.6666666666,-31466.666666666628,-3.146666666666663,https://www.pakwheels.com/used-cars/suzuki-mehran-2012-for-sale-in-islamabad-10400207
Suzuki Mehran 2006 for sale in Islamabad,"PakWheels inspected car
Inspection report attached
Number plates available
Token Tax Paid
3rd Owner
Manufacture 2006
Registered 2007
Documents Available
2 key available",PakWheels inspected car Inspection report attached Number plates available Token Tax Paid 3rd Owner Manufacture 2006 Registered 2007 Documents Available 2 key available Mention PakWheels.com when calling Seller to get a good deal,Islamabad,Suzuki,Mehran,2006,85143,700000,731294.4444444445,-31294.444444444496,-4.470634920634928,https://www.pakwheels.com/used-cars/suzuki-mehran-2006-for-sale-in-islamabad-10482470
Suzuki Mehran 2007 for sale in Islamabad,"Outer Full Showered
In mint condition
Smart Card Available
Alloy Rims.
All original documents are complete
Petrol driven
Price is bit Negotiatiable
Chaska party dur rhy",Outer Full Showered In mint condition Smart Card Available Alloy Rims. All original documents are complete Petrol driven Price is bit Negotiatiable Chaska party dur rhy Mention PakWheels.com when calling Seller to get a good deal,Islamabad,Suzuki,Mehran,2007,200000,680000,711183.3333333334,-31183.333333333372,-4.585784313725496,https://www.pakwheels.com/used-cars/suzuki-mehran-2007-for-sale-in-islamabad-10380979
Suzuki Mehran 2012 for sale in Islamabad,"Fully maintained through authorized dealership. Complete original file is availble . Petrol driven, CNG never installed . Lifetime token tax paid. Paint touchups in a few places. Never been into any accident. Original book is available as well. All token taxes are paid to date. Looking to sell the car urgently.","Fully maintained through authorized dealership. Complete original file is availble . Petrol driven, CNG never installed . Lifetime token tax paid. Paint touchups in a few places. Never been into any accident. Original book is available as well. All token taxes are paid to date. Looking to sell the car urgently. Mention PakWheels.com when calling Seller to get a good deal",Islamabad,Suzuki,Mehran,2012,208056,985000,1016100.0,-31100.0,-3.1573604060913705,https://www.pakwheels.com/used-cars/suzuki-mehran-2012-for-sale-in-islamabad-10419031
Suzuki Mehran 2016 for sale in Islamabad,"Vxr 2016
Registration Lahore
Engine 100%
Gear  Hissa 100%
Front tyres New 
Back  tyres 50%
Bio Metric Available On the spot. 
File in Hand.",Vxr 2016 Registration Lahore Engine 100% Gear  Hissa 100% Front tyres New Back  tyres 50% Bio Metric Available On the spot. File in Hand. Mention PakWheels.com when calling Seller to get a good deal,Islamabad,Suzuki,Mehran,2016,135000,1150000,1181016.6666666667,-31016.666666666744,-2.697101449275369,https://www.pakwheels.com/used-cars/suzuki-mehran-2016-for-sale-in-islamabad-10470410
Suzuki Mehran 2017 for sale in Islamabad,"New General tyres installed.New seat cover with extra foming .Surwa brakes
back camera installed 9.1 inch led",New General tyres installed.New seat cover with extra foming .Surwa brakes back camera installed 9.1 inch led Mention PakWheels.com when calling Seller to get a good deal,Islamabad,Suzuki,Mehran,2017,55000,1350000,1380816.6666666667,-30816.666666666744,-2.2827160493827217,https://www.pakwheels.com/used-cars/suzuki-mehran-2017-for-sale-in-islamabad-10445925
Suzuki Mehran 2006 for sale in Islamabad,Assalamualikum gadi bilkol ok ha totel genuine ha 80 present andr bahir Sa engan perfect condition ma ha gair hissa sab ok price almost final ha moka pa kam ho jay gi jis ko smj ay rabta Karajis ko smj ay rabta Kara,Assalamualikum gadi bilkol ok ha totel genuine ha 80 present andr bahir Sa engan perfect condition ma ha gair hissa sab ok price almost final ha moka pa kam ho jay gi jis ko smj ay rabta Karajis ko smj ay rabta Kara Mention PakWheels.com when calling Seller to get a good deal,Islamabad,Suzuki,Mehran,2006,45000,650000,680650.0,-30650.0,-4.7153846153846155,https://www.pakwheels.com/used-cars/suzuki-mehran-2006-for-sale-in-islamabad-10410442
Suzuki Mehran 2008 for sale in Islamabad,"Alloy Rims. 100% original . All original documents are complete  . Petrol driven, CNG never installed .","Alloy Rims. 100% original . All original documents are complete  . Petrol driven, CNG never installed . Mention PakWheels.com when calling Seller to get a good deal",Islamabad,Suzuki,Mehran,2008,8000,810000,840643.3333333334,-30643.333333333372,-3.7831275720164657,https://www.pakwheels.com/used-cars/suzuki-mehran-2008-for-sale-in-islamabad-10481922
Suzuki Mehran 2014 for sale in Islamabad,"Gari bilkul mechanically 100 percent ha
body wise b ksi ksm ka koi msla ni ha
total genuine ha 
outer sy thori c touching ha
just buy and drive
intahiii smoooth gari ha",Gari bilkul mechanically 100 percent ha body wise b ksi ksm ka koi msla ni ha total genuine ha outer sy thori c touching ha just buy and drive intahiii smoooth gari ha Mention PakWheels.com when calling Seller to get a good deal,Islamabad,Suzuki,Mehran,2014,48000,1145000,1175412.222222222,-30412.222222222015,-2.656089277049958,https://www.pakwheels.com/used-cars/suzuki-mehran-2014-for-sale-in-islamabad-10376581
Suzuki Mehran 2019 for sale in Islamabad,"SUZUKI MEHRAN 2019 MODEL VXR TOTAL ORIGINAL CAR. RAWALPINDI NUMBER FILE IN HAND. CHILL AC. SECOND OWNER, 2 KEYS WITH 2 REMOTES.SEEING IS BELIEVING KEPT WITH EXTRA CARE AS YOU SEEN PICTURES. PRICE NEOGIABLE BUT NOT MIRACLE IN PRICE. 
DEALERS AND TIME WASTER FZOL OFFERS LGA KR SHARMINDGI SAY BACHAIN.","SUZUKI MEHRAN 2019 MODEL VXR TOTAL ORIGINAL CAR. RAWALPINDI NUMBER FILE IN HAND. CHILL AC. SECOND OWNER, 2 KEYS WITH 2 REMOTES.SEEING IS BELIEVING KEPT WITH EXTRA CARE AS YOU SEEN PICTURES. PRICE NEOGIABLE BUT NOT MIRACLE IN PRICE. DEALERS AND TIME WASTER FZOL OFFERS LGA KR SHARMINDGI SAY BACHAIN. Mention PakWheels.com when calling Seller to get a good deal",Islamabad,Suzuki,Mehran,2019,76000,1490000,1520160.0,-30160.0,-2.0241610738255034,https://www.pakwheels.com/used-cars/suzuki-mehran-2019-for-sale-in-islamabad-10460760
Suzuki Mehran 2010 for sale in Islamabad,Lightweight allow rims . All original documents are complete  . Complete service history available. Totally driven on petrol. Engine is repaired. Willing to exchange with another car. Factory fitted CNG.Lifetimetoken tax paid. Never got into accident. Original Book is available. Will be sold to nearest offer. All taxes paid.,Lightweight allow rims . All original documents are complete  . Complete service history available. Totally driven on petrol. Engine is repaired. Willing to exchange with another car. Factory fitted CNG.Lifetimetoken tax paid. Never got into accident. Original Book is available. Will be sold to nearest offer. All taxes paid. Mention PakWheels.com when calling Seller to get a good deal,Islamabad,Suzuki,Mehran,2010,153388,850000,879900.0,-29900.0,-3.5176470588235293,https://www.pakwheels.com/used-cars/suzuki-mehran-2010-for-sale-in-islamabad-10292033
Suzuki Mehran 2015 for sale in Islamabad,"Complete original file is availble . Petrol driven, CNG never installed . Token tax paid for life. Fitted with new tires. Non accidental. Original book of this car is also available.","Complete original file is availble . Petrol driven, CNG never installed . Token tax paid for life. Fitted with new tires. Non accidental. Original book of this car is also available. Mention PakWheels.com when calling Seller to get a good deal",Islamabad,Suzuki,Mehran,2015,65000,1180000,1209566.6666666667,-29566.666666666744,-2.505649717514131,https://www.pakwheels.com/used-cars/suzuki-mehran-2015-for-sale-in-islamabad-10452066
Suzuki Mehran 2012 for sale in Islamabad,"First Owner, 
Lady Driven and
Third car so selling
Engine 10/10
Body 9/10
painted for fresh look in Smoke Green color, rare.
Mechanically great.
serviced, fluids changed
doors serviced.
new batteries installed.
New gearbox installed. 
 Alloy Rims. 
Tape installed.

price negotiable.","First Owner, Lady Driven and Third car so selling Engine 10/10 Body 9/10 painted for fresh look in Smoke Green color, rare. Mechanically great. serviced, fluids changed doors serviced. new batteries installed. New gearbox installed. Alloy Rims. Tape installed. price negotiable. Mention PakWheels.com when calling Seller to get a good deal",Islamabad,Suzuki,Mehran,2012,79612,990000,1019400.0,-29400.0,-2.9696969696969697,https://www.pakwheels.com/used-cars/suzuki-mehran-2012-for-sale-in-islamabad-10418443
Suzuki Mehran 2010 for sale in Islamabad,aoa urgent sale Suzuki Mehran 2010  madle Driven on petrol throughout . Token tax paid for life. New tires installed recently . Non accidental. Will be sold to nearest offer. Looking to sell the car urgently.,aoa urgent sale Suzuki Mehran 2010  madle Driven on petrol throughout . Token tax paid for life. New tires installed recently . Non accidental. Will be sold to nearest offer. Looking to sell the car urgently. Mention PakWheels.com when calling Seller to get a good deal,Islamabad,Suzuki,Mehran,2010,550000,820000,849350.0,-29350.0,-3.5792682926829267,https://www.pakwheels.com/used-cars/suzuki-mehran-2010-for-sale-in-islamabad-10360868
Suzuki Mehran 2019 for sale in Islamabad,"Mehran 2019 vx Lush Condition 
Urgent sale
Need cash
total jenion 
non touching 
 Everything is in genuine condition. After Market Alloy rims. Driven on petrol throughout. Sealed and powerful engine.
Dealer hazraat say mazrat۔
Folish offer walay rabita naa karain۔
moqay pee munasib kami hoo jay gi۔
only call plz۔",Mehran 2019 vx Lush Condition Urgent sale Need cash total jenion non touching Everything is in genuine condition. After Market Alloy rims. Driven on petrol throughout. Sealed and powerful engine. Dealer hazraat say mazrat۔ Folish offer walay rabita naa karain۔ moqay pee munasib kami hoo jay gi۔ only call plz۔ Mention PakWheels.com when calling Seller to get a good deal,Islamabad,Suzuki,Mehran,2019,70000,1465000,1494303.3333333333,-29303.333333333256,-2.0002275312855464,https://www.pakwheels.com/used-cars/suzuki-mehran-2019-for-sale-in-islamabad-9982162
Suzuki Mehran 2015 for sale in Islamabad,car is sides are shower for fresh look water throwing engine new tyre installed white light are installed chill AC dack are also installed gear box is also new light weight allow rim local average is  17 to 18 and highway average is 21 to 23 Token tax paid for life. Never got into accident. Price is flexible. Engine is good condition . Need to sell the car urgently.only message and call ABS also Installed call only on this number,car is sides are shower for fresh look water throwing engine new tyre installed white light are installed chill AC dack are also installed gear box is also new light weight allow rim local average is  17 to 18 and highway average is 21 to 23 Token tax paid for life. Never got into accident. Price is flexible. Engine is good condition . Need to sell the car urgently.only message and call ABS also Installed call only on this number Mention PakWheels.com when calling Seller to get a good deal,Islamabad,Suzuki,Mehran,2015,100000,1150000,1179150.0,-29150.0,-2.5347826086956524,https://www.pakwheels.com/used-cars/suzuki-mehran-2015-for-sale-in-islamabad-10468395
Suzuki Mehran 2010 for sale in Islamabad,"After Market Alloy rims. Petrol driven, CNG never installed . Token tax paid for life.","After Market Alloy rims. Petrol driven, CNG never installed . Token tax paid for life. Mention PakWheels.com when calling Seller to get a good deal",Islamabad,Suzuki,Mehran,2010,100000,900000,929033.3333333334,-29033.333333333372,-3.22592592592593,https://www.pakwheels.com/used-cars/suzuki-mehran-2010-for-sale-in-islamabad-10466204
Suzuki Mehran 2018 for sale in Islamabad,"- Documents have not checked by Pakwheels
- PakWheels inspected car
- Inspection report attached
- Number plates available
- Token tax Cleared
- 1st Owner
- Manufacture 2018
- Registered 2018
- 2 keys available",- Documents have not checked by Pakwheels - PakWheels inspected car - Inspection report attached - Number plates available - Token tax Cleared - 1st Owner - Manufacture 2018 - Registered 2018 - 2 keys available Mention PakWheels.com when calling Seller to get a good deal,Islamabad,Suzuki,Mehran,2018,35668,1400000,1429000.0,-29000.0,-2.071428571428571,https://www.pakwheels.com/used-cars/suzuki-mehran-2018-for-sale-in-islamabad-10482673
Suzuki Mehran 1996 for sale in Islamabad,mehran 1996 model biometric on spot gas and petrol both all documents clear,mehran 1996 model biometric on spot gas and petrol both all documents clear Mention PakWheels.com when calling Seller to get a good deal,Islamabad,Suzuki,Mehran,1996,150000,459000,487883.3333333333,-28883.333333333314,-6.292665214233837,https://www.pakwheels.com/used-cars/suzuki-mehran-1996-for-sale-in-islamabad-10372261
Suzuki Mehran 1992 for sale in Islamabad,"AOA. 
Note:Gift for Mehran lovers. 
Original book and smart card. 
Original file. 
Original number plates. 
Biometric available. 
Engine is in good condition. 
Family used car. 
Used in cantt area. 
Interior is also good. 
No chaska party. 
Only serious buyers will contact.",AOA. Note:Gift for Mehran lovers. Original book and smart card. Original file. Original number plates. Biometric available. Engine is in good condition. Family used car. Used in cantt area. Interior is also good. No chaska party. Only serious buyers will contact. Mention PakWheels.com when calling Seller to get a good deal,Islamabad,Suzuki,Mehran,1992,49000,380000,408760.0,-28760.0,-7.568421052631578,https://www.pakwheels.com/used-cars/suzuki-mehran-1992-for-sale-in-islamabad-10431535
